Day,e=0,e=0.1,e=0.3,e=0.5
200.70892723180805,228.815446516107,219.03810031198392,203.47419509975063,190.9414496922686
205.2725681420343,229.00006194389294,219.04462489522268,203.18383934249943,190.52298970336201
209.83620905226417,229.15212141125792,219.0780938153109,202.97156537624608,190.18499056111997
214.3998499624904,229.26788414374087,219.1370565240573,202.83639639571962,189.92720779440384
218.96349087271665,229.34439152589363,219.22022908192332,202.7778473637356,189.7498648055566
223.52713178294653,229.37960307465903,219.32646480902812,202.7959426461206,189.65368312194755
228.09077269317277,229.37243718875968,219.45480135208322,202.8910750455569,189.63991901000006
232.654413603399,229.3228513331462,219.60450265658483,203.06406290787822,189.71028664779706
237.21805451362889,229.2318706133233,219.77505222580808,203.3161581122847,189.86704220131023
241.78169542385513,229.10153107338607,219.9661865631012,203.6490070798278,190.11301263865974
246.34533633408137,228.93496485870148,220.17795959007447,204.0646459755402,190.45174688723532
250.90897724431125,228.73623569754992,220.4107331358638,204.56553651363436,190.88736056727464
255.47261815453749,228.51031714658717,220.66522596752975,205.1545882501447,191.4248130096564
260.03625906476736,228.26289613965076,220.94252029934378,205.83513274884734,192.06992115567192
264.5998999749936,228.00020227441698,221.24407477905385,206.61099705785801,192.8294629425992
269.16354088521985,227.72887692751158,221.57172946908292,207.4865426043155,193.7113059803953
273.7271817954497,227.4557743091239,221.92769618953236,208.466677616265,194.72460664357115
278.29082270567596,227.1877605816576,222.31453686418334,209.55688966936387,195.87998120787216
282.8544636159022,226.9315382877704,222.73511790079644,210.7632970021987,197.18978417514552
287.4181045261321,226.69344770669872,223.19254396581414,212.09268679797907,198.668454058164
291.9817454363583,226.4793648349357,223.69006810959806,213.55256869973124,200.3327365570961
296.54538634658456,226.29450381433836,224.2309750465205,215.15120092721784,202.20226744761845
301.10902725681444,226.14333226562235,224.81843829339556,216.89759626653816,204.30023259838606
305.6726681670407,226.02947832274683,225.4553280312088,218.80150126010446,206.65373372775755
310.23630907727056,225.955637784302,226.14395198012232,220.87331463290067,209.2949938663193
314.7999499874968,225.92351230340074,226.88584701782136,223.12390847409858,212.26231018200883
319.36359089772304,225.9338084507701,227.6814868554814,225.5642453942259,215.6012790357438
323.9272318079529,225.98620002233463,228.52997917099472,228.20479088654085,219.36620030226618
328.49087271817916,226.0793454858205,229.42874985777783,231.0545416380178,223.62196303405548
333.0545136284054,226.210928719979,230.37325450506606,234.11991964426758,228.44577858998832
337.6181545386353,226.37768162060152,231.356715177047,237.71293558855638,233.92847472488103
342.1817954488615,226.57552561971016,232.3699517222199,244.91245139945335,241.962343950248
346.74543635908776,226.79964473406596,233.40128455429246,253.68624175307653,256.67725789076775
351.30907726931764,227.04457107010725,234.4365829202958,262.6129253814181,273.2456564320135
355.8727181795439,227.30432451047173,235.4594905304229,271.17138303116616,290.27052382113044
360.43635908977376,227.5725638818438,236.4517683599148,279.13479484282175,307.2938399955124
365.0,227.84270343948452,237.3938545772927,286.3773506849652,324.02019810477066
